Name,City,State,Pub. Rating,County,GOP %,Dem %
Kilgore High School,Kilgore,Texas,0.0,Gregg County,0.2982880355933843,0.693127962085308
Lampasas High School,Lampasas,Texas,-6.2121654839516305,Lampasas County,0.20411880078453348,0.7821518632670216
Clear Creek High School,League City,Texas,4.177382711194831,Galveston County,0.35853772418907415,0.6279949096835031
Clear Springs High School,League City,Texas,-6.702157780813498,Galveston County,0.35853772418907415,0.6279949096835031
Leander High School,Leander,Texas,-3.9313969976258027,Williamson County,0.37936367653557224,0.5947734079638631
Glenn High School - TX,Leander,Texas,-5.783597496368502,Williamson County,0.37936367653557224,0.5947734079638631
Lewisville High School,Lewisville,Texas,-10.37516264932748,Denton County,0.3328141592920354,0.6500989068193649
Lindale High School,Lindale,Texas,-5.314759323494025,Smith County,0.26064344175295423,0.7295091633842017
Los Fresnos High School,Los Fresnos,Texas,0.0,Cameron County,0.657188310472982,0.3336140744899869
Rosebud-Lott High School,Lott,Texas,-1.5811388300841898,Falls County,0.3742636229749632,0.617820324005891
Lubbock High School,Lubbock,Texas,-23.33452377915607,Lubbock County,0.28789935441152126,0.6967168791039011
Lovejoy High School,Lucas,Texas,11.579291860904101,Collin County,0.3346186163446817,0.6507218508075363
Mansfield High School,Mansfield,Texas,-5.237556682270847,Tarrant County,0.41430699714332075,0.5714768032070855
Lake Ridge High School,Mansfield,Texas,-5.1859628350303275,Tarrant County,0.41430699714332075,0.5714768032070855
McAllen Memorial High School,McAllen,Texas,-3.0,Hidalgo County,0.7043377516802671,0.2863002461033634
McKinney High School,McKinney,Texas,-10.600707523557094,Collin County,0.3346186163446817,0.6507218508075363
Midlothian Heritage High School,Midlothian,Texas,-12.055469021706843,Ellis County,0.256771337153062,0.7320671180891435
Barbers Hill High School,Mont Belvieu,Texas,0.18257418583505536,Harris County,0.4938522688738214,0.49335879704220575
Central Heights High School,Nacogdoches,Texas,-12.947696982199465,Nacogdoches County,0.3126547254987622,0.6752099412649871
Nacogdoches High School,Nacogdoches,Texas,8.426149773176359,Nacogdoches County,0.3126547254987622,0.6752099412649871
Permian High School,Odessa,Texas,6.302896159703093,Ector County,0.24978400394964206,0.738583065909652
Little Cypress-Mauriceville High School,Orange,Texas,-3.3659004314277783,Orange County,0.42069810165339866,0.5660747091243111
West Orange-Stark High School - TX,Orange,Texas,-1.0,Orange County,0.42069810165339866,0.5660747091243111
Plano Senior High School,Plano,Texas,-9.825915281087616,Collin County,0.3346186163446817,0.6507218508075363
Plano East Senior High School,Plano,Texas,-7.939073553563343,Collin County,0.3346186163446817,0.6507218508075363
Prosper High School,Prosper,Texas,2.449489742783178,Collin County,0.3346186163446817,0.6507218508075363
Rock Hill High School,Prosper,Texas,-6.5011110161605785,Collin County,0.3346186163446817,0.6507218508075363
Walnut Grove High School,Prosper,Texas,-3.7178622890042607,Collin County,0.3346186163446817,0.6507218508075363
Richardson High School,Richardson,Texas,-10.390091433668905,Dallas County,0.5711100502733232,0.41694560876900477
George Ranch High School,Richmond,Texas,-8.454197864875267,Fort Bend County,0.4608574686431015,0.5292041049030787
Rockport-Fulton High School,Rockport,Texas,20.199752473730957,Aransas County,0.2802197802197802,0.7079618494712835
Terry High School,Rosenberg,Texas,-5.366563145999495,Fort Bend County,0.4608574686431015,0.5292041049030787
Round Rock High School,Round Rock,Texas,-13.330103775540033,Williamson County,0.37936367653557224,0.5947734079638631
Sachse High School,Rowlett,Texas,2.6467410329002905,Dallas County,0.5711100502733232,0.41694560876900477
Rowlett High School,Rowlett,Texas,-9.436486248984457,Dallas County,0.5711100502733232,0.41694560876900477
Veterans Memorial High School,San Antonio,Texas,11.339564113567782,Bexar County,0.5159726635445488,0.4703102237952308
Pieper High School,San Antonio,Texas,-8.74642784226795,Bexar County,0.5159726635445488,0.4703102237952308
Claudia Taylor Johnson High School,San Antonio,Texas,-2.168277789266996,Bexar County,0.5159726635445488,0.4703102237952308
Carroll Senior High School,Southlake,Texas,-12.64305639471722,Tarrant County,0.41430699714332075,0.5714768032070855
Klein Oak High School,Spring,Texas,-9.61641825213525,Harris County,0.4938522688738214,0.49335879704220575
Klein Collins High School,Spring,Texas,-8.382355807819714,Harris County,0.4938522688738214,0.49335879704220575
Grand Oaks High School,Spring,Texas,-21.92019616700544,Harris County,0.4938522688738214,0.49335879704220575
Smithson Valley High School,Spring Branch,Texas,-3.427827300200522,Comal County,0.22218552695483243,0.7633025740650802
Hill Country College Preparatory High School,Spring Branch,Texas,6.462439554843047,Comal County,0.22218552695483243,0.7633025740650802
Stephenville High School,Stephenville,Texas,-8.408414153181834,Erath County,0.15761610652121602,0.8281864121280179
Texas High School,Texarkana,Texas,-1.0311805532172014,Bowie County,0.2880334870039879,0.7025482931244167
Pleasant Grove High School - Texarkana,Texarkana,Texas,-3.1304951684997055,Bowie County,0.2880334870039879,0.7025482931244167
The John Cooper School,The Woodlands,Texas,-9.139543205215455,Montgomery County,0.4861742146660804,0.48869021447066296
The Woodlands College Park High School,The Woodlands,Texas,-11.116222379927455,Montgomery County,0.4861742146660804,0.48869021447066296
The Woodlands High School,The Woodlands,Texas,-10.358114032766268,Montgomery County,0.4861742146660804,0.48869021447066296
Tomball Memorial High School,Tomball,Texas,-1.5,Harris County,0.4938522688738214,0.49335879704220575
Tomball High School,Tomball,Texas,6.280961406542488,Harris County,0.4938522688738214,0.49335879704220575
Utopia School,Utopia,Texas,1.7320508075688774,Uvalde County,0.4535642272565532,0.5368283714861819
Waxahachie High School,Waxahachie,Texas,0.9573027584983616,Ellis County,0.256771337153062,0.7320671180891435
Weatherford High School,Weatherford,Texas,-10.181739835949285,Parker County,0.1648291302327546,0.8233008068263422
Whitehouse High School,Whitehouse,Texas,-8.366600265340756,Smith County,0.26064344175295423,0.7295091633842017
Rider High School,Wichita Falls,Texas,-5.362275636332023,Wichita County,0.25633506829900055,0.7271216675219314
Wylie East High School,Wylie,Texas,-10.776826991280876,Collin County,0.3346186163446817,0.6507218508075363
Faith Lutheran High School,Las Vegas,Nevada,3.650317084146912,Clark County,0.4492721979621543,0.538136826783115
Desert Oasis High School,Las Vegas,Nevada,5.072803301265814,Clark County,0.4492721979621543,0.538136826783115
Southwest Career and Technical Academy,Las Vegas,Nevada,-8.449605513474184,Clark County,0.4492721979621543,0.538136826783115
Silverado High School,Las Vegas,Nevada,-7.4681374467183534,Clark County,0.4492721979621543,0.538136826783115
Shadow Ridge High School,Las Vegas,Nevada,1.1563231958813822,Clark County,0.4492721979621543,0.538136826783115
Spring Valley High School,Las Vegas,Nevada,-10.75689869642814,Clark County,0.4492721979621543,0.538136826783115
Las Vegas Academy of the Arts,Las Vegas,Nevada,-6.843265719982362,Clark County,0.4492721979621543,0.538136826783115
Sierra Vista High School,Las Vegas,Nevada,-11.703407623423189,Clark County,0.4492721979621543,0.538136826783115
Bishop Gorman High School,Las Vegas,Nevada,-4.663689526544408,Clark County,0.4492721979621543,0.538136826783115
Chaparral High School,Las Vegas,Nevada,-3.941537046091827,Clark County,0.4492721979621543,0.538136826783115
Pahrump Valley High School,Pahrump,Nevada,-6.708203932499369,Nye County,0.360689419016094,0.6030133546398813
Reno High School,Reno,Nevada,-9.723572241869608,Washoe County,0.5072090821059615,0.4716050439499885
Bishop Manogue Catholic High School,Reno,Nevada,-1.224744871391589,Washoe County,0.5072090821059615,0.4716050439499885
Blackfoot High School,Blackfoot,Idaho,-5.22383590271187,Bingham County,0.21712208146338693,0.7635062205305914
Boise High School,Boise,Idaho,-10.137455301997635,Ada County,0.4271599736084852,0.5404217097931371
Timberline High School,Boise,Idaho,-8.967202143685302,Ada County,0.4271599736084852,0.5404217097931371
Vallivue High School,Caldwell,Idaho,-1.1532562594670797,Canyon County,0.3005901044030867,0.671342109244969
Eagle High School,Eagle,Idaho,-7.239286755425062,Ada County,0.4271599736084852,0.5404217097931371
Skyline High School,Idaho Falls,Idaho,-8.18739569557146,Bonneville County,0.2292965682878389,0.7467553461733869
Thunder Ridge High School,Idaho Falls,Idaho,-5.115499323950042,Bonneville County,0.2292965682878389,0.7467553461733869
Hillcrest High School,Idaho Falls,Idaho,-8.740073734751263,Bonneville County,0.2292965682878389,0.7467553461733869
Lewiston High School,Lewiston,Idaho,-10.380962142306464,Nez Perce County,0.3828941120607787,0.5915835707502374
Lakeland High School,Rathdrum,Idaho,-4.107919181288746,Kootenai County,0.3149722240813868,0.6583729335385851
Canyon Ridge High School,Twin Falls,Idaho,-5.7312682625607305,Twin Falls County,0.2679624760144979,0.7026153080804491
Juan Diego Catholic High School,Draper,Utah,9.314571917162914,Salt Lake County,0.3883522993350192,0.581679661890044
Grantsville High School,Grantsville,Utah,-4.497499305169485,Tooele County,0.2310315430520034,0.7453416149068323
Herriman High School,Herriman,Utah,-4.85238085891864,Salt Lake County,0.3883522993350192,0.581679661890044
Mountain Crest High School,Hyrum,Utah,0.0,Cache County,0.1464729507533896,0.8306962451818108
Davis High School,Kaysville,Utah,-1.6421530582338137,Davis County,0.1813748134460948,0.7997832421292019
Ridgeline High School,Millville,Utah,2.378884383296277,Cache County,0.1464729507533896,0.8306962451818108
Park City High School,Park City,Utah,-6.680194607943694,Summit County,0.46076071256620127,0.509388541165142
Weber High School,Pleasant View,Utah,-11.376385315957915,Weber County,0.2578254552925466,0.7181662092951587
Timpview High School,Provo,Utah,-3.09253132562954,Utah County,0.09791168045238656,0.8825568273416089
Utah Military Academy,Riverdale,Utah,10.215852209367377,Weber County,0.2578254552925466,0.7181662092951587
Highland High School,Salt Lake City,Utah,-7.899831221825776,Salt Lake County,0.3883522993350192,0.581679661890044
East High School,Salt Lake City,Utah,-15.0969930780934,Salt Lake County,0.3883522993350192,0.581679661890044
Judge Memorial Catholic High School,Salt Lake City,Utah,-8.64884920625817,Salt Lake County,0.3883522993350192,0.581679661890044
Alta High School,Sandy,Utah,-9.285405214636569,Salt Lake County,0.3883522993350192,0.581679661890044
Bingham High School,South Jordan,Utah,-8.78372073781948,Salt Lake County,0.3883522993350192,0.581679661890044
Taylorsville High School,Taylorsville,Utah,-8.293267913369665,Salt Lake County,0.3883522993350192,0.581679661890044
Granger High School,West Valley City,Utah,-6.694946429382963,Salt Lake County,0.3883522993350192,0.581679661890044
Hunter High School,West Valley City,Utah,-9.29642287446465,Salt Lake County,0.3883522993350192,0.581679661890044
La Joya Community High School,Avondale,Arizona,-12.957462457338371,Maricopa County,0.43134334393702484,0.5516685649970345
Agua Fria High School,Avondale,Arizona,-6.328269905748332,Maricopa County,0.43134334393702484,0.5516685649970345
Verrado High School,Buckeye,Arizona,-0.6689544080129828,Maricopa County,0.43134334393702484,0.5516685649970345
Chandler High School,Chandler,Arizona,-15.061072253856874,Maricopa County,0.43134334393702484,0.5516685649970345
Perry High School,Gilbert,Arizona,-9.729255935200367,Maricopa County,0.43134334393702484,0.5516685649970345
Deer Valley High School,Glendale,Arizona,-4.2,Maricopa County,0.43134334393702484,0.5516685649970345
Mountain Ridge High School,Glendale,Arizona,-14.329137920628272,Maricopa County,0.43134334393702484,0.5516685649970345
Independence High School,Glendale,Arizona,-10.868256529913157,Maricopa County,0.43134334393702484,0.5516685649970345
Greenway High School,Glendale,Arizona,-10.73390267641116,Maricopa County,0.43134334393702484,0.5516685649970345
Sandra Day O'Connor High School,Phoenix,Arizona,-10.569839166231432,Maricopa County,0.43134334393702484,0.5516685649970345
Horizon Honors,Phoenix,Arizona,-7.826186810957172,Maricopa County,0.43134334393702484,0.5516685649970345
Pinnacle High School,Phoenix,Arizona,0.0,Maricopa County,0.43134334393702484,0.5516685649970345
Desert Mountain High School,Phoenix,Arizona,-9.907440053871264,Maricopa County,0.43134334393702484,0.5516685649970345
Desert Vista High School,Phoenix,Arizona,8.159861109929098,Maricopa County,0.43134334393702484,0.5516685649970345
Thunderbird High School,Phoenix,Arizona,-7.1393276994406145,Maricopa County,0.43134334393702484,0.5516685649970345
Sunnyslope High School,Phoenix,Arizona,-12.498651779143872,Maricopa County,0.43134334393702484,0.5516685649970345
Sierra Linda High School,Phoenix,Arizona,-8.558329276208061,Maricopa County,0.43134334393702484,0.5516685649970345
North Canyon High School,Phoenix,Arizona,-13.96424004376894,Maricopa County,0.43134334393702484,0.5516685649970345
Paradise Valley High School,Phoenix,Arizona,-6.34428877022476,Maricopa County,0.43134334393702484,0.5516685649970345
Brophy College Preparatory,Phoenix,Arizona,-7.685143367005496,Maricopa County,0.43134334393702484,0.5516685649970345
Sahuaro High School,Tucson,Arizona,2.308814630930772,Pima County,0.5214927078566414,0.4631015556383006
Combs High School,San Tan Valley,Arizona,-10.327955589886445,Pinal County,0.40560412770831905,0.5771252900459178
Imagine Prep Surprise,Surprise,Arizona,-11.572660480124496,Maricopa County,0.43134334393702484,0.5516685649970345
McClintock High School,Tempe,Arizona,-8.292767933567175,Maricopa County,0.43134334393702484,0.5516685649970345
Bryant High School,Bryant,Arkansas,-11.227377253838048,Saline County,0.46192052980132453,0.5211092715231788
Bryant Junior High,Bryant,Arkansas,-12.196310917650468,Saline County,0.46192052980132453,0.5211092715231788
Clinton High School,Clinton,Arkansas,2.8770644761631603,Van Buren County,0.3807658833768494,0.6022628372497825
Conway High School,Conway,Arkansas,-9.974940824107401,Faulkner County,0.3281302937902328,0.6450075020570156
El Dorado High School,El Dorado,Arkansas,-6.6385239323211005,Union County,0.25326460481099655,0.7350515463917526
Southside High School,Fort Smith,Arkansas,4.441203183179724,Sebastian County,0.30186894323950164,0.6727734194739271
Little Rock Central High School,Little Rock,Arkansas,-9.854908968084423,Pulaski County,0.36071501671556255,0.6083782493006754
Little Rock Christian Academy,Little Rock,Arkansas,2.971531591620725,Pulaski County,0.36071501671556255,0.6083782493006754
Buffalo Island Central High School,Monette,Arkansas,-9.313952216022635,Craighead County,0.3316884032428622,0.6422917935078668
Rogers Heritage High School,Rogers,Arkansas,-12.061019103632239,Benton County,0.3530440956462206,0.6225752465958364
Rogers High School,Rogers,Arkansas,-12.157291509300304,Benton County,0.3530440956462206,0.6225752465958364
Sylvan Hills High School,Sherwood,Arkansas,-10.609699066689604,Pulaski County,0.36071501671556255,0.6083782493006754
Har-Ber High School,Springdale,Arkansas,-10.159921259537398,Washington County,0.29450851600091654,0.696415387357112
Star Valley High School,Afton,Wyoming,-1.5491933384829668,Lincoln County,0.15012247754578328,0.8333138924530503
Natrona County High School,Casper,Wyoming,-2.3071851785836053,Natrona County,0.27950213681879155,0.6903016501856069
Cheyenne East High School,Cheyenne,Wyoming,-8.0,Laramie County,0.36279790840055703,0.6108468875633918
Cheyenne Central High School,Cheyenne,Wyoming,19.784779503446583,Laramie County,0.36279790840055703,0.6108468875633918
Triumph High School,Cheyenne,Wyoming,-3.5355339059327378,Laramie County,0.36279790840055703,0.6108468875633918
Powell High School,Powell,Wyoming,1.355939315961975,Park County,0.20197350262213634,0.7751863096881038
Sheridan High School,Sheridan,Wyoming,10.42607804729448,Sheridan County,0.25434094903339194,0.7217574692442882
Doherty High School,Colorado Springs,Colorado,-9.40423018936401,El Paso County,0.6563638170625479,0.33040636527859785
Coronado High School,Colorado Springs,Colorado,-11.077529808881883,El Paso County,0.6563638170625479,0.33040636527859785
Cheyenne Mountain High School,Colorado Springs,Colorado,-8.382272961434744,El Paso County,0.6563638170625479,0.33040636527859785
Early College High School and Career Pathways,Colorado Springs,Colorado,-7.76739982233437,El Paso County,0.6563638170625479,0.33040636527859785
Palmer High School,Colorado Springs,Colorado,-3.010398644698074,El Paso County,0.6563638170625479,0.33040636527859785
Pine Creek High School,Colorado Springs,Colorado,-1.6272676485446393,El Paso County,0.6563638170625479,0.33040636527859785
Harrison High School,Colorado Springs,Colorado,-4.847679857416329,El Paso County,0.6563638170625479,0.33040636527859785
Ralston Valley High School,Arvada,Colorado,-7.14124417878654,Jefferson County,0.456226209896683,0.5321959398223672
Arvada West High School,Arvada,Colorado,-12.354936035627398,Jefferson County,0.456226209896683,0.5321959398223672
Arvada High School,Arvada,Colorado,-9.273618495495704,Jefferson County,0.456226209896683,0.5321959398223672
Aspen High School,Aspen,Colorado,-8.631338250816034,Pitkin County,0.679824112894979,0.3007464975968913
Smoky Hill High School,Aurora,Colorado,-5.69184880835242,Arapahoe County,0.5316393584197593,0.4484152842439135
Regis Jesuit High School,Aurora,Colorado,-10.232770071360607,Arapahoe County,0.5316393584197593,0.4484152842439135
Cherokee Trail High School,Aurora,Colorado,-4.003357965508456,Arapahoe County,0.5316393584197593,0.4484152842439135
Rangeview High School,Aurora,Colorado,-12.509127102622518,Arapahoe County,0.5316393584197593,0.4484152842439135
Grandview High School,Aurora,Colorado,-6.688739101596858,Arapahoe County,0.5316393584197593,0.4484152842439135
Overland High School,Aurora,Colorado,-7.894776754285076,Arapahoe County,0.5316393584197593,0.4484152842439135
Fairview High School,Boulder,Colorado,-12.213858249272969,Boulder County,0.6956127639183174,0.2801618872216481
Boulder High School,Boulder,Colorado,-8.253920280690867,Boulder County,0.6956127639183174,0.2801618872216481
Broomfield High School,Broomfield,Colorado,-13.119285505465344,Broomfield County,0.5173185051722531,0.45866857196110716
Holy Family,Broomfield,Colorado,8.621678104251709,Broomfield County,0.5173185051722531,0.45866857196110716
Legacy High School - CO,Broomfield,Colorado,-14.138347044221865,Broomfield County,0.5173185051722531,0.45866857196110716
Castle View High School,Castle Rock,Colorado,-14.089002803605373,Douglas County,0.6497681742629691,0.3367159478610795
Arapahoe High School,Centennial,Colorado,-12.813388180597148,Arapahoe County,0.5316393584197593,0.4484152842439135
Eaglecrest High School,Centennial,Colorado,-12.749335494666205,Arapahoe County,0.5316393584197593,0.4484152842439135
Delta High School,Delta,Colorado,-6.926802165162083,Delta County,0.22497522299306244,0.755203171456888
Montview High School,Denver,Colorado,-10.478549517943788,Arapahoe County,0.5316393584197593,0.4484152842439135
McAuliffe International School,Denver,Colorado,-2.8769558564566124,Arapahoe County,0.5316393584197593,0.4484152842439135
George Washington High School,Denver,Colorado,-7.023769168568492,Arapahoe County,0.5316393584197593,0.4484152842439135
Durango High School - CO,Durango,Colorado,-11.329607230614839,La Plata County,0.5289903424056189,0.4408779631255487
Eaton High School,Eaton,Colorado,8.60585072300622,Weld County,0.4207640090509783,0.5532632326190159
Englewood High School,Englewood,Colorado,-4.334935601213318,Arapahoe County,0.5316393584197593,0.4484152842439135
Erie High School,Erie,Colorado,-3.466602563509889,Weld County,0.4207640090509783,0.5532632326190159
Rocky Mountain High School,Fort Collins,Colorado,-9.346122190513025,Larimer County,0.5135425742941362,0.4610160483985589
Fort Collins High School,Fort Collins,Colorado,-14.830711378757258,Larimer County,0.5135425742941362,0.4610160483985589
Frederick High School,Frederick,Colorado,-3.9890639978505447,Boulder County,0.6956127639183174,0.2801618872216481
Fruita Monument High School,Fruita,Colorado,-9.793594845612105,Mesa County,0.325177813509481,0.6531224197123116
Grand Junction High School,Grand Junction,Colorado,-7.696152885095854,Mesa County,0.325177813509481,0.6531224197123116
Greeley West High School,Greeley,Colorado,-5.115243326149234,Weld County,0.4207640090509783,0.5532632326190159
Cherry Creek High School,Greenwood Village,Colorado,-11.565770999960591,Arapahoe County,0.5316393584197593,0.4484152842439135
Gunnison High School,Gunnison,Colorado,-2.264950330581225,Gunnison County,0.5767189079878665,0.3925682507583418
Eagle Valley High School,Gypsum,Colorado,-7.064312856112211,Eagle County,0.5630642710288728,0.41642084562438547
Rock Canyon High School,Highlands Ranch,Colorado,-5.5113519212621505,Douglas County,0.6497681742629691,0.3367159478610795
Mountain Vista High School,Highlands Ranch,Colorado,-9.743256777463014,Douglas County,0.6497681742629691,0.3367159478610795
Highlands Ranch High School,Highlands Ranch,Colorado,-7.025773978715797,Douglas County,0.6497681742629691,0.3367159478610795
Valor Christian High School,Highlands Ranch,Colorado,-4.090767042988393,Douglas County,0.6497681742629691,0.3367159478610795
Centaurus High School,Lafayette,Colorado,-12.268593525615485,Boulder County,0.6956127639183174,0.2801618872216481
Dakota Ridge High School,Littleton,Colorado,-9.064484433699498,Arapahoe County,0.5316393584197593,0.4484152842439135
Chatfield Senior High School,Littleton,Colorado,-6.27162924074226,Arapahoe County,0.5316393584197593,0.4484152842439135
Mead High School,Longmont,Colorado,-5.789617143358157,Boulder County,0.6956127639183174,0.2801618872216481
Silver Creek High School,Longmont,Colorado,-6.74205705503397,Boulder County,0.6956127639183174,0.2801618872216481
Monarch High School,Louisville,Colorado,-9.453835200594519,Boulder County,0.6956127639183174,0.2801618872216481
Manitou Springs High School,Manitou Springs,Colorado,-10.882401695704246,El Paso County,0.6563638170625479,0.33040636527859785
Palisade High School,Palisade,Colorado,-10.554728121286958,Mesa County,0.325177813509481,0.6531224197123116
Lutheran High School,Parker,Colorado,-2.1213203435596424,Douglas County,0.6497681742629691,0.3367159478610795
Salida High School,Salida,Colorado,-11.89815758200209,Chaffee County,0.48615053342468434,0.48438876382499757
Horizon High School,Thornton,Colorado,-11.256744010338235,Broomfield County,0.5173185051722531,0.45866857196110716
Wheat Ridge High School,Wheat Ridge,Colorado,-14.48307789989909,Jefferson County,0.456226209896683,0.5321959398223672
Windsor High School,Windsor,Colorado,10.827049459571153,Larimer County,0.5135425742941362,0.4610160483985589
Albuquerque Academy,Albuquerque,New Mexico,-17.298285975044422,Bernalillo County,0.5555291346785334,0.3934521517917129
Crownpoint High School,Crownpoint,New Mexico,-1.927248223318863,Mckinley County,0.7208276638671234,0.25430488434288934
Santa Fe High School - NM,Santa Fe,New Mexico,-8.076571054599842,Santa Fe County,0.7344729681769786,0.2239589494853898
Brookwood High School,Brookwood,Alabama,-4.527692569068709,Tuscaloosa County,0.4077074972928212,0.5822409070641442
Daphne High School,Daphne,Alabama,1.5867757065373616,Baldwin County,0.5223263846058961,0.46780560009868016
Fairhope High School,Fairhope,Alabama,-3.9347306468369463,Baldwin County,0.5223263846058961,0.46780560009868016
Sparkman High School,Harvest,Alabama,-14.337662690570294,Madison County,0.39972714870395637,0.5857207821737154
Homewood High School,Homewood,Alabama,-17.69180601295413,Jefferson County,0.456226209896683,0.5321959398223672
Bob Jones High School,Madison,Alabama,-6.625740319587593,Limestone County,0.29194763982546607,0.6991934417559169
Montevallo High School,Montevallo,Alabama,-3.9995394471705965,Shelby County,0.2502969441744952,0.7418205377389051
Springville High School,Springville,Alabama,-4.444097208657794,St Clair County,0.3156074362300043,0.6526156506701254
Danbury High School,Danbury,Connecticut,-13.30308714771028,Fairfield County,0.6529768932366335,0.3369876876370383
ACE - Alternative Center for Excellence,Danbury,Connecticut,-11.485329773236813,Fairfield County,0.6529768932366335,0.3369876876370383
University High School - CT,Hartford,Connecticut,-20.784609690826528,Hartford County,0.5548951048951049,0.429020979020979
Greater Hartford Academy of the Arts Full Day,Hartford,Connecticut,5.150889890753507,Hartford County,0.5548951048951049,0.429020979020979
The Hotchkiss School,Lakeville,Connecticut,-8.514693182963201,Litchfield County,0.4382427079582283,0.5505941663665826
Xavier High School,Middletown,Connecticut,6.322537683448055,Middlesex County,0.3906378770397231,0.5965056865007418
Naugatuck High School,Naugatuck,Connecticut,-10.937349998971415,New Haven County,0.5844306738962045,0.407436096049574
Mauro Sheridan Interdistrict Magnet School,New Haven,Connecticut,-2.0,New Haven County,0.5844306738962045,0.407436096049574
Norwalk High School,Norwalk,Connecticut,-15.369714538663365,Fairfield County,0.6529768932366335,0.3369876876370383
Brien McMahon High School,Norwalk,Connecticut,-0.5,Fairfield County,0.6529768932366335,0.3369876876370383
The Norwich Free Academy,Norwich,Connecticut,-13.251310207757657,New London County,0.5628724371275629,0.42248257751742246
Stamford High School,Stamford,Connecticut,-2.796151200929867,Fairfield County,0.6529768932366335,0.3369876876370383
Edwin O. Smith High School,Storrs,Connecticut,-11.296997072547326,Tolland County,0.5434628975265018,0.43851590106007066
West Haven High School,West Haven,Connecticut,-15.521189816935209,New Haven County,0.5844306738962045,0.407436096049574
Archmere Academy,Claymont,Delaware,-6.833159515591396,New Castle County,0.6630060327036037,0.3223765677091602
Wilmington Friends School,Wilmington,Delaware,-13.112279550101118,New Castle County,0.6630060327036037,0.3223765677091602
Salesianum School,Wilmington,Delaware,-7.931282247861193,New Castle County,0.6630060327036037,0.3223765677091602
Padua Academy,Wilmington,Delaware,3.8753064394961076,New Castle County,0.6630060327036037,0.3223765677091602
Odyssey Charter School,Wilmington,Delaware,-8.48528137423857,New Castle County,0.6630060327036037,0.3223765677091602
Ursuline Academy - DE,Wilmington,Delaware,-6.229767250869008,New Castle County,0.6630060327036037,0.3223765677091602
Woodrow Wilson Senior High School,Washington,District of Columbia,-12.19379965392248,District Of Columbia,0.9136380820882029,0.07124365106760688
Benjamin Banneker Academic High School,Washington,District of Columbia,-6.771447408050957,District Of Columbia,0.9136380820882029,0.07124365106760688
Sidwell Friends School,Washington,District of Columbia,-12.195379154715638,District Of Columbia,0.9136380820882029,0.07124365106760688
Washington International School,Washington,District of Columbia,-14.087502059829992,District Of Columbia,0.9136380820882029,0.07124365106760688
Gonzaga College High School,Washington,District of Columbia,-6.103277807866851,District Of Columbia,0.9136380820882029,0.07124365106760688
Lake Brantley High School,Altamonte Springs,Florida,-8.509648503143877,Seminole County,0.34863740099342194,0.6513625990065781
Apopka High School,Apopka,Florida,-11.619754543542387,Orange County,0.42069810165339866,0.5660747091243111
Olympic Heights High School,Boca Raton,Florida,-12.696267496131819,Palm Beach County,0.5820325448370176,0.41186092570722305
West Boca Raton High School,Boca Raton,Florida,-4.352922125938249,Palm Beach County,0.5820325448370176,0.41186092570722305
Saint Stephen's Episcopal School,Bradenton,Florida,-1.303109833473464,Manatee County,0.43320669138682705,0.5579370613420571
Cape Coral High School,Cape Coral,Florida,-5.900211860602973,Lee County,0.27044221944096786,0.7139132248644139
Coral Gables Senior High School,Coral Gables,Florida,-9.283615526365756,Miami Dade County,0.6164480846285815,0.37914379677285137
Coral Glades High School,Coral Springs,Florida,6.908313831898489,Broward County,0.6719449763363287,0.3227528781751297
Coral Springs Charter School,Coral Springs,Florida,2.9981075111891244,Broward County,0.6719449763363287,0.3227528781751297
Coral Springs High School,Coral Springs,Florida,-9.503874807868439,Broward County,0.6719449763363287,0.3227528781751297
Four Corners Upper School,Davenport,Florida,-7.34831370354548,Polk County,0.44696363474704365,0.5368098159509203
Western High School,Davie,Florida,-12.738551631736577,Broward County,0.6719449763363287,0.3227528781751297
Downtown Doral Charter Upper School,Doral,Florida,-10.915428137666952,Miami Dade County,0.6164480846285815,0.37914379677285137
Fleming Island High School,Fleming Island,Florida,-3.3541019662496847,Clay County,0.3084643693542991,0.6547340247574439
Pine Crest School,Fort Lauderdale,Florida,-12.22022913042141,Broward County,0.6719449763363287,0.3227528781751297
Gulf Breeze High School,Gulf Breeze,Florida,-7.250950676586189,Santa Rosa County,0.23116277858779422,0.7572510935221829
South Broward High School,Hollywood,Florida,-13.107755337966909,Broward County,0.6719449763363287,0.3227528781751297
SOUTH DADE SENIOR HIGH SCHOOL,Homestead,Florida,2.7247542484205276,Miami Dade County,0.6164480846285815,0.37914379677285137
The Bolles School,Jacksonville,Florida,-5.137217145498134,Duval County,0.7669813492977204,0.22542021644024868
Westside High School,Jacksonville,Florida,-2.1213203435596424,Duval County,0.7669813492977204,0.22542021644024868
Bishop Kenny High School,Jacksonville,Florida,7.101358019019018,Duval County,0.7669813492977204,0.22542021644024868
Darnell-Cookman Middle-High School,Jacksonville,Florida,-5.365817738238972,Duval County,0.7669813492977204,0.22542021644024868
Jupiter Community High School,Jupiter,Florida,-10.24853160213696,Palm Beach County,0.5820325448370176,0.41186092570722305
Jupiter Christian School,Jupiter,Florida,13.253930234714026,Palm Beach County,0.5820325448370176,0.41186092570722305
Osceola County for the Arts,Kissimmee,Florida,7.331439149307591,Osceola County,0.3878226984900146,0.5981490501704823
Lake Mary High School,Lake Mary,Florida,-3.218091221688893,Seminole County,0.34863740099342194,0.6513625990065781
