Name,State/Country,City,Link
Mauro Sheridan Interdistrict Magnet School,Connecticut,New Haven,https://mashnews.org
Norwalk High School,Connecticut,Norwalk,https://nhsbearsden.com
Brien McMahon High School,Connecticut,Norwalk,https://mcmahonarchive.org
The Norwich Free Academy,Connecticut,Norwich,http://nfaredandwhite.com
Lyme-Old Lyme High School,Connecticut,Old Lyme,http://ospreyonline.org
South Windsor High School,Connecticut,South Windsor,http://thebobcatprowl.com
Stamford High School,Connecticut,Stamford,http://shsroundtable.com
AITE High School,Connecticut,Stamford,https://aiteedge.com
Edwin O. Smith High School,Connecticut,Storrs,https://eospantherpress.com
Waterford High School,Connecticut,Waterford,http://whsthelancelot.com
Watertown High School,Connecticut,Watertown,http://whswarriorswire.com
Hall High School,Connecticut,West Hartford,http://hallrecord.org
West Haven High School,Connecticut,West Haven,http://whhsnews.com
Staples High School,Connecticut,Westport,http://ursus.news
Staples High School,Connecticut,Westport,http://inklingsnews.com
Wilton High School - CT,Connecticut,Wilton,http://whsforum.com
The Loomis Chaffee School,Connecticut,Windsor,http://lc-log.org
Nonnewaug High School,Connecticut,Woodbury,https://nhschiefadvocate.org
Archmere Academy,Delaware,Claymont,https://archmeregreenarch.org
Newark High School,Delaware,Newark,https://newarkbuzz.com
Wilmington Friends School,Delaware,Wilmington,http://wfswhittier.net
Salesianum School,Delaware,Wilmington,http://salsreview.com
Conrad Schools of Science,Delaware,Wilmington,http://theconradhowler.org
Padua Academy,Delaware,Wilmington,http://padua360.com
Odyssey Charter School,Delaware,Wilmington,https://ocsowlfeed.com
Ursuline Academy - DE,Delaware,Wilmington,http://ursulinechronicle.org
Woodrow Wilson Senior High School,District of Columbia,Washington,http://thejackson-reedbeacon.com
National Cathedral School,District of Columbia,Washington,https://thediscus.org
Benjamin Banneker Academic High School,District of Columbia,Washington,https://bannekertrainofthought.org
Sidwell Friends School,District of Columbia,Washington,https://sidwellhorizon.org
Washington International School,District of Columbia,Washington,https://wisdateline.org
Gonzaga College High School,District of Columbia,Washington,https://theaquilian.com
Theodore Roosevelt High School,District of Columbia,"Washington, D.C.",https://riderstimes.com
Lake Brantley High School,Florida,Altamonte Springs,http://brantleybanner.com
Apopka High School,Florida,Apopka,https://ahsblueandwhite.com
Olympic Heights High School,Florida,Boca Raton, http://ohtorch.com
West Boca Raton High School,Florida,Boca Raton,https://wbhsbullseye.com
St. Andrews Episcopal School,Florida,Boca Raton,https://wsasonline.com
Saint Stephen's Episcopal School,Florida,Bradenton,http://ssesgauntlet.org
Cape Coral High School,Florida,Cape Coral,https://seahawkseye.org
Coral Gables Senior High School,Florida,Coral Gables,http://cavsconnect.com
Coral Glades High School,Florida,Coral Springs,https://cghstheprowl.com
Coral Springs Charter School,Florida,Coral Springs,https://cscsnews.com
Coral Springs High School,Florida,Coral Springs,https://cshschronicle.com
Four Corners Upper School,Florida,Davenport,https://fcuscoyotejournalism.com
Western High School,Florida,Davie,http://westernpawprints.org
Downtown Doral Charter Upper School,Florida,Doral,https://ddcusnews.com
Fleming Island High School,Florida,Fleming Island,https://fihsgoldentimes.com
Pine Crest School,Florida,Fort Lauderdale,http://pcpawprint.com
Saint Thomas Aquinas High School,Florida,Fort Lauderdale,https://raiderreview.org
Gulf Breeze High School,Florida,Gulf Breeze,http://gbhsblueandgold.com
South Broward High School,Florida,Hollywood,http://thebulldogbark.com
SOUTH DADE SENIOR HIGH SCHOOL,Florida,Homestead,http://thecurrentsouthdade.com
The Bolles School,Florida,Jacksonville,http://bollesbugleonline.com
Westside High School,Florida,Jacksonville,http://westsidevoice.org
Episcopal School of Jacksonville,Florida,Jacksonville,https://thetalontimes.com
Bishop Kenny High School,Florida,Jacksonville,https://bktoday.org
Frank H. Peterson Academies,Florida,Jacksonville,https://fhptalon.com
Darnell-Cookman Middle-High School,Florida,Jacksonville,https://dcvikings.com
Jupiter Community High School,Florida,Jupiter,http://jupiterwarcry.com
Jupiter Christian School,Florida,Jupiter,https://jcseaglesbeak.org
Osceola County for the Arts,Florida,Kissimmee,https://ocsaledger.com
Lake Mary High School,Florida,Lake Mary,http://lmhsrampage.com
Angeline Academy of Innovation,Florida,Land O Lakes,https://angelineacademynews.com
Wiregrass Ranch High School,Florida,Land O' Lakes,http://wrhsstampede.com
Sunlake High School,Florida,Land O' Lakes,https://sunlakeperch.com
Santaluces High School,Florida,Lantana,http://shsthetribe.com
Newsome High School,Florida,Lithia,http://wolftracksonline.com
One School of the Arts,Florida,Longwood,https://osotanews.com
Lyman High School - FL,Florida,Longwood,http://ggrowl.org
Steinbrenner High School,Florida,Lutz,https://gshsoraclenews.com
Marco Island Academy High School,Florida,Marco Island,http://themiawave.org
West Shore Junior/Senior High School,Florida,Melbourne,http://westshoreroar.com/
Holy Trinity Episcopal Academy,Florida,Melbourne,http://htgrowl.com
Edgewood Jr/Sr High School,Florida,Merritt Island,https://theedgemagazine.org
Miami Country Day School,Florida,Miami,http://thespartacus.com
Miami High School,Florida,Miami,http://miamihighnews.com 
Dr. Michael M. Krop,Florida,Miami,http://lightningstrikenews.com
Gulliver Prepatory,Florida,Miami,https://theraidervoice.com
Immaculata-La Salle High School,Florida,Miami,http://ilsroyalcourier.com
Ransom Everglades School,Florida,Miami,https://recatalyst.org
Our Lady of Lourdes Academy,Florida,Miami,https://ollagrotto.com
Riviera Preparatory School,Florida,Miami,https://therivierapress.com
Miami Country Day School,Florida,Miami,https://thespartanchronicle.com
Scheck Hillel Community School,Florida,Miami,https://theroarpost.com
Carrollton School of the Sacred Heart,Florida,Miami,https://thebeat.carrollton.org
MAST Academy,Florida,Miami,https://thebeaconmast.com
Jewish Leadership Academy,Florida,Miami,https://jlainkwell.org
Palmer Trinity School,Florida,Miami,https://ptsperch.com
Somerset Academy of Central Miramar,Florida,Miramar,https://warriordaily.org
St. John Neumann Catholic High School,Florida,Naples,https://theceltictimes.org
Navarre High School,Florida,Navaree,https://raider-news.com
The Benjamin Middle School,Florida,North Palm Beach,http://neersyde.com
Lake Nona High School,Florida,Orlando,http://lnhsnews.com
Lake Highland Preparatory School,Florida,Orlando,https://twicetoldtale.org
Oak Ridge High School,Florida,Orlando,https://orhspubs.com
University High School,Florida,Orlando,https://universityhsnewsthetorch.com
Olympia High School,Florida,Orlando,https://ohsoracle.com
Boone High School,Florida,orlando,https://boonepubs.net
Hagerty High School,Florida,Oviedo,http://hhsblueprint.com
Oviedo High School,Florida,Oviedo,http://oviedojournalism.com
The Benjamin School,Florida,Palm Beach Gardens,https://thepharcyte.com
Palo Alto Senior High School - Veritas,Florida,Palo Alto,http://palyveritas.com
Marjory Stoneman Douglas High School,Florida,Parkland,https://eagleeye.news
Pembroke Pines Charter High School,Florida,Pembroke Pines,https://ppchsnews.com
Miami Palmetto Senior High School,Florida,Pinecrest Village,http://thepalmettopanther.com
Pompano Beach High,Florida,Pompano Beach,https://thetornadotimes.org
Inlet Grove Community High School,Florida,Riviera Beach,http://grovewatch.com
Suncoast Community High School,Florida,Riviera Beach,http://shsthelegend.com
Shorecrest Preparatory School,Florida,Saint Petersburg,https://spschronicle.org
St. Petersburg High School,Florida,"Saint Petersburg, FL",https://sphspalmettoandpine.com
Seminole High School,Florida,Sanford,http://seminolenewspaper.com
Osceola High School,Florida,Seminole,http://osceolahsnews.com
Lakewood High School,Florida,St. Petersburg,https://lakewoodsnn.com
Freedom High School,Florida,Tampa,http://FHSRevolution.com
Berkeley Preparatory School,Florida,Tampa,http://bpsfanfare.com
Academy of the Holy Names,Florida,Tampa,http://achonaonline.com
Robinson High School,Florida,Tampa,http://knightwriters.org
Tampa Preparatory School,Florida,Tampa,https://tpcurrent.com
HB Plant Senior High School,Florida,Tampa,http://phsnews.com
Howard W. Blake High School,Florida,Tampa,http://blakevespula.com
Tarpon Springs High School,Florida,Tarpon Springs,https://thetarpontimes.com
Astronaut High School,Florida,Titusville,http://astrotalon.com
J.W. Mitchell High School,Florida,Trinity,https://jwmhshoofbeat.com
Cypress Creek High School,Florida,Wesley Chapel,http://cchowler.com
Wesley Chapel High School,Florida,Wesley Chapel,https://wchspawprints.com
Palm Beach Lakes Community High School,Florida,West Palm Beach,http://PBLchoicenews.org
Cardinal Newman High School,Florida,West Palm Beach,https://cnbluegold.com
The King''s Academy,Florida,West Palm Beach,https://thelionledger.tka.net
Dreyfoos School of the Arts,Florida,West Palm Beach,http://themuseatdreyfoos.com
Dreyfoos School of the Arts,Florida,West Palm Beach,https://dsoayearbook.com
West Orange High School,Florida,Winter Garden,https://wohspublications.org
Trinity Preparatory School,Florida,Winter Park,http://thetrinityvoice.com
Winter Park High School,Florida,Winter Park,https://wphspress.com
Winter Springs High School,Florida,Winter Springs,http://beartruthnews.com 
Zephyrhills High School,Florida,Zephyrhills,https://barkmedianetwork.com
Athens Academy,Georgia,Athens,https://acadspartanreview.com
The Westminster Schools,Georgia,Atlanta,http://thebiline.com
North Atlanta High School,Georgia,Atlanta,http://thewarriorwire.org/
Henry W. Grady High School,Georgia,Atlanta,http://thesoutherneronline.com
St. Pius X Catholic High School,Georgia,Atlanta,https://spxgoldenlines.com
Marist School,Georgia,Atlanta,http://maristbluegold.com
Paideia School,Georgia,Atlanta,https://theforum.paideiaschool.org
Gordon Central High School,Georgia,Calhoun,https://gchstomahawk.com
Sequoyah High School,Georgia,Canton,http://shsevergreen.com
Creekview High School,Georgia,Canton,https://cvhsclawprint.com
Cartersville High School,Georgia,Cartersville,https://chschipper.com
Chamblee High School,Georgia,Chamblee,https://chambleeblueandgold.com
North Forsyth High School,Georgia,Cumming,http://nfhsraiderwire.com
South Forsyth High School,Georgia,Cumming,https://thebirdfeed.org
Denmark High School,Georgia,Cumming,https://denmarkunleashed.com
Decatur High School,Georgia,Decatur,http://3ten.org
Gilmer High School,Georgia,Ellijay,https://ghspaw.org
Starr's Mill High School,Georgia,Fayetteville,http://theprowlernews.org
Mill Creek High School,Georgia,Hoschton,http://mchschronicle.com
Mount Pisgah Christian School,Georgia,Johns Creek,http://mpcslibertybell.com
North Cobb High School,Georgia,Kennesaw,http://NCHSchant.com
Kennesaw Mountain High School,Georgia,Kennesaw,http://mustangmessenger.net
Stratford Academy,Georgia,Macon,http://stratfordgazebo.com
Mercer University/Center for Collaborative Journalism,Georgia,Macon,http://mercercluster.com
Wheeler High School,Georgia,Marietta,http://wheelercatalyst.com
Marietta High School,Georgia,Marietta,https://mhspitchfork.com
Cambridge High School,Georgia,Milton,http://thebearwitness.com
McIntosh High School,Georgia,Peachtree City,http://mhstrail.org
Heritage High School,Georgia,Ringgold,http://hhsgeneraljournal.com
Darlington School,Georgia,Rome,http://darlingtonian.com
ARMUCHEE HIGH SCHOOL,Georgia,ROME,http://tribetribune.net
Roswell High School,Georgia,Roswell,https://theroswellsting.com
Blessed Trinity Catholic High School,Georgia,Roswell,https://bttitantimes.com
Savannah Country Day School,Georgia,Savannah,https://scdsbuzz.com
Lambert High School,Georgia,Suwanee,http://thelambertpost.com
Cass High School,Georgia,White,https://casstrumpet.com
Etowah High School,Georgia,Woodstock,http://ehstalon.com
James Campbell High School,Hawaii,Ewa Beach,https://ewanaupaka.com
Honokaʻa High and Intermediate School,Hawaii,Honoka'a,https://honokaastudentnews.com
Kamehameha Schools Kapalama,Hawaii,Honolulu,http://kamoi.net
Sacred Hearts Academy,Hawaii,Honolulu,http://kaleo.sacredhearts.org
Radford High School,Hawaii,Honolulu,http://therampage.net
McKinley High School,Hawaii,Honolulu,http://mhspinion.com
Saint Louis School,Hawaii,Honolulu,https://thecollegian.org
Kalani High School,Hawaii,Honolulu,http://kaleookalani.org 
Mid-Pacific Institute,Hawaii,Honolulu,http://napueo.org
Moanalua High School,Hawaii,Honolulu,https://nahokunews.com
Iolani School,Hawaii,Honolulu,https://imuaonline.org
Punahou School,Hawaii,Honolulu,https://kapunahou.org
Henry J. Kaiser High School,Hawaii,Honolulu,https://kaisercougarconnection.com
Seabury Hall,Hawaii,Makawao,http://seaburytides.org
Mililani High School,Hawaii,Mililani,http://trojantimes.org
Kamehameha Schools Maui,Hawaii,Pukalani,http://kaleoonakoa.org
Nanakuli High and Intermediate School,Hawaii,Waianae,http://nhiskaleo.com/
Waipahu High School,Hawaii,Waipahu,https://thecanetassel.org
Blackfoot High School,Idaho,Blackfoot,http://thebroncwriter.online
Boise High School,Idaho,Boise,https://boisehighlights.com
Timberline High School,Idaho,Boise,https://timberlinepawprint.com
Vallivue High School,Idaho,Caldwell,https://thevalli-vue.org
Eagle High School,Idaho,Eagle,https://eaglehighnewspaper.com
Mt. Harrison High School,Idaho,Heyburn,https://mhhsphoenixpress.com
Skyline High School,Idaho,Idaho Falls,http://wsswired.com
Thunder Ridge High School,Idaho,Idaho Falls,https://trhstheoracle.com
Hillcrest High School,Idaho,Idaho Falls,https://hhsknightlynews.com
Lewiston High School,Idaho,Lewiston,http://bengalspurr.com
Rocky Mountain High School,Idaho,Meridian,https://rockyroarnewspaper.com
Lakeland High School,Idaho,Rathdrum,https://lakelandhawkeye.com
Lake Pend Oreille High School,Idaho,Sandpoint,http://lpohs.org
Canyon Ridge High School,Idaho,Twin Falls,https://theriverhawk.org
Alton High School,Illinois,Alton,http://thedailybird.org
Antioch Community High School,Illinois,Antioch,http://SequoitMedia.com
Saint Viator High School,Illinois,Arlington Heights,http://viatorvoice.saintviator.com
Marmion Academy,Illinois,Aurora,https://cadetcall.org
Metea Valley High School,Illinois,Aurora,http://meteamedia.org
Barrington High School,Illinois,Barrington,https://bhsrounduponline.org
Limestone High School,Illinois,Bartonville,http://limelight.limestone310.org
Belleville West High School,Illinois,Belleville,https://bwhynews.org
J. Sterling Morton West High School,Illinois,Berwyn,http://mwsterling.org 
Civic Memorial High School,Illinois,Bethalto,http://thecmeaglet.com
Bradley Bourbonnais Community High School,Illinois,Bradley,http://bbchsboilingpoint.com
Buffalo Grove High School,Illinois,Buffalo Grove,http://bghscharger.org
Carbondale Community High School,Illinois,Carbondale,https://terriertimesnews.com
Glenbard North High School,Illinois,Carol Stream,https://gnnorthcurrent.org
Carterville High School,Illinois,Carterville,https://chssphinx.com
Cary-Grove High School,Illinois,Cary,http://cgtrojantimes.com
Champaign Central High School,Illinois,Champaign,http://champaignchronicle.com
Chester High School,Illinois,Chester,https://chssting.com
Mount Carmel High School,Illinois,Chicago,http://mccaravan.org
Whitney Young Magnet High School,Illinois,Chicago,http://wybeaconnews.org
Lane Tech College Prep,Illinois,Chicago,http://lanetechchampion.org
Saint Patrick High School,Illinois,Chicago,http://thegreenandgold.net
Jones College Preparatory High School,Illinois,Chicago,http://jonesblueprint.com
Saint Ignatius College Prep,Illinois,Chicago,http://sicpspirit.org
Northeastern Illinois University,Illinois,Chicago,https://queondeesolamag.org
Francis W. Parker School,Illinois,Chicago,http://parkerweekly.org
University of Chicago Laboratory High School,Illinois,Chicago,https://uhighmidway.com
Northside College Preparatory High School,Illinois,Chicago,https://ncphoofbeat.org
Northside College Preparatory High School,Illinois,Chicago,https://ncpvervelitmag.org
Latin School of Chicago,Illinois,Chicago,https://readtheforum.org
DePaul College Prep,Illinois,Chicago,http://depaulpreprampage.com
Marist High School,Illinois,Chicago,https://mhsmedia.marist.net
Christ the King Jesuit High School,Illinois,Chicago,https://ctkshield.org
William Howard Taft High School,Illinois,Chicago,https://tafttodaychi.com
Marian Catholic High School,Illinois,Chicago Heights,https://spartanstar.marianchs.com
Prairie State College,Illinois,Chicago Heights,https://pscpioneer.com
Morton East High School,Illinois,Cicero,http://mortonponyexpress.com
Collinsville Community Unit School District 10,Illinois,Collinsville,http://thekahoki.kahoks.org
Hillcrest High School,Illinois,Country Club Hills,http://hillcresthawkeye.com
Prairie Ridge High School,Illinois,Crystal Lake,http://prwolfprints.com
Crystal Lake South High School,Illinois,Crystal Lake,https://clsgatorprints.com
Hinsdale South High School,Illinois,Darien,https://southstinger.com
Deerfield High School,Illinois,Deerfield,http://dhsmedia.org
Downers Grove North HS,Illinois,Downers Grove,http://dgnomega.org
Downers Grove South High School,Illinois,Downers Grove,http://southblueprint.com
Edwardsville High School,Illinois,Edwardsville,http://ehstigertimesonline.com
St. Edward Catholic High School,Illinois,Elgin,http://stedwardedge.com
Elk Grove High School,Illinois,Elk Grove Village,http://eghsguardian.com
York Community High School,Illinois,Elmhurst,http://thisisyork.org
Elmwood Park High School,Illinois,Elmwood Park,https://thetigernews.org
Evanston Township High School,Illinois,Evanston,http://Evanstonian.net
Evergreen Park Community High School,Illinois,Evergreen Park,https://mustangmonitor.com
Flora High School,Illinois,Flora,https://florahighschoolnews.com
Homewood Flossmoor High School,Illinois,Flossmoor,http://hfvoyager.com
Homewood-Flossmoor High School,Illinois,Flossmoor,https://hfedda.org
Grant Community High School,Illinois,Fox Lake,https://thebark.org
Lincoln-Way East High School,Illinois,Frankfort,http://the-winged-messenger.org
Leyden High School,Illinois,Franklin Park,http://lhsnews.org
Galena High School,Illinois,Galena,http://ghsnews1.com
Geneva High School,Illinois,Geneva,http://ghsvoyager.com/
Glenbard South High School,Illinois,Glen Ellyn,http://gbsindependent.org
Glenbard West High School,Illinois,Glen Ellyn,http://gwhsnews.org
Glenbrook South High School,Illinois,Glenview,http://theoracle.glenbrook225.org
Grayslake North High School,Illinois,Grayslake,https://knightsmedia.d127.org
Grayslake Central High School,Illinois,Grayslake,http://rampage.d127.org
Warren Township High School,Illinois,Gurnee,http://wthsscratchpaper.net
Harrisburg High School,Illinois,Harrisburg,https://hhspurpleclarion.org
Herrin High School,Illinois,Herrin,https://thetigertattler.com
Hinsdale Central High School,Illinois,Hinsdale,http://hcdevilsadvocate.com
Hoffman Estates High School,Illinois,Hoffman Estates,http://Hehsnews.com
James B. Conant High School,Illinois,Hoffman Estates,http://conantcrier.com
Huntley High School,Illinois,Huntley,https://huntleyvoice.com
Jacksonville High School,Illinois,Jacksonville,http://crimsonj.jsd117.org
Joliet West High School,Illinois,Joliet,http://jthstigertales.org
Joliet Central High School,Illinois,Joliet,http://jtcjournal.com
Lyons Township High School,Illinois,LaGrange,http://lionnewspaper.com
Nazareth Academy,Illinois,LaGrange Park,http://nazannouncer.com
Lake Forest Academy,Illinois,Lake Forest,http://caxynews.com
Lake Forest High School,Illinois,Lake Forest,https://theforestscout.com
Woodlands Academy of the Sacred Heart,Illinois,Lake Forest,https://plaidwa.com
Lakes Community High School,Illinois,Lake Villa,http://lakesstudentmedia.com
Lake Zurich High School,Illinois,Lake Zurich,http://lzbearfacts.com
Lemont Township High School,Illinois,Lemont,http://lhstomtom.org/
Libertyville High School,Illinois,Libertyville,http://lhsdoi.com
Adlai E. Stevenson High School,Illinois,Lincolnshire,http://statesmanshs.org
Lisle High School,Illinois,Lisle,https://lhsmanestream.com
Lockport Township High School,Illinois,Lockport,http://porterpress.org
Glenbard East High School,Illinois,Lombard,https://gehsecho.org
Kaneland High School,Illinois,Maple Park,http://kanelandkrier.com
Proviso East High School,Illinois,Maywood,https://pirate209.org
McHenry High School West Campus,Illinois,McHenry,http://themchenrymessenger.com
Bremen High School,Illinois,Midlothian,https://bremenecho.com
Minooka Community High School,Illinois,Minooka,http://nooknews21.com
Prospect High School,Illinois,Mount Prospect,https://prospectornow.com
Mt. Vernon Township High School,Illinois,Mt. Vernon,https://vernoisnews.com
Mundelein High School,Illinois,Mundelein,http://mhsmustang.com 
Naperville Central High School,Illinois,Naperville,http://centraltimes.org
Naperville North High School,Illinois,Naperville,http://nnhsnorthstar.com
Neuqua Valley High School,Illinois,Naperville,https://nvhsecho.com
Lincoln-Way West High School,Illinois,New Lenox,http://thewestgazette.org
Lincoln-Way Central High School,Illinois,New Lenox,http://lwcknighttimes.com
Providence Catholic High School,Illinois,New Lenox,https://proviscope.org
University High School,Illinois,Normal,http://uhsclarionette.com
Normal Community High School,Illinois,Normal,http://nchsinkspot.com
Normal West High School,Illinois,Normal,http://westpawprint.com
Glenbrook North High School,Illinois,Northbrook,http://torch.glenbrook225.org
Oak Forest High School,Illinois,Oak Forest,https://ofhsvedas.com
Oak Lawn Community High School,Illinois,Oak Lawn,http://olspartanite.org
Fenwick High School,Illinois,Oak Park,http://thewicknews.com
Oak Park and River Forest High School,Illinois,Oak Park,http://trapezeonline.com
Okawville High School,Illinois,Okawville,https://ohslaunchpad.com
Rich Central High School,Illinois,Olympia Fields,http://richtownshipraptorsnews.com
Orion High School,Illinois,Orion,http://thescarletink.com
Carl Sandburg High School,Illinois,Orland Park,https://sandburgaquila.org
William Fremd High School,Illinois,Palatine,http://vikinglogue.com
Palatine High School,Illinois,Palatine,http://phscutlass.com
Richwoods High School,Illinois,Peoria,https://rhsshield.org
Plainfield Central High School,Illinois,Plainfield,http://thefielder.org
Plainfield South High School,Illinois,Plainfield,http://pshspawprint.com
Plainfield North High School,Illinois,Plainfield,http://theprowler.org 
Plainfield East High School,Illinois,Plainfield,https://pehseastsidenews.org
Red Bud High School,Illinois,Red Bud,https://rbhsnews.com
Richmond-Burton Community High School,Illinois,Richmond,http://rbchs.net
Riverside Brookfield High School,Illinois,Riverside,http://RBTV.tv
Riverside Brookfield High School,Illinois,Riverside,http://rbclarion.com
Palestine High School,Illinois,Robinson,https://pioneerpages.net
Rock Island High School,Illinois,Rock Island,https://rockislandcrimsoncrier.org
Guilford High School,Illinois,Rockford,https://guilfordvoyager.com
Jefferson High School,Illinois,Rockford,https://jhshawk.com
Auburn High School,Illinois,Rockford,https://knightlynewsrockford205.com
Rolling Meadows High School,Illinois,Rolling Meadows,http://rmhsmustangmedia.com
Romeoville High School,Illinois,Romeoville,https://romeovillespartus.org
Lake Park High School,Illinois,Roselle,https://lpperspective.org
Schaumburg High School,Illinois,Schaumburg,http://saxonscribe.com
Niles West High School,Illinois,Skokie,http://nileswestnews.org
Niles North High School,Illinois,Skokie,http://northstarnews.org
Niles West High School,Illinois,Skokie,http://nileswestnews.org
St. Charles East High School,Illinois,St. Charles,https://eastxray.com
St. Charles North High School,Illinois,St. Charles,https://scnstargazer.org
Sterling High School,Illinois,Sterling,https://shspublications.com
Argo Community High School,Illinois,Summit,https://news.argohs.net
Tinley Park High School,Illinois,Tinley Park,https://tphsnews.org
University of Illinois Laboratory High School,Illinois,Urbana,http://gargoyle.uni.illinois.edu
Vernon Hills High School,Illinois,Vernon Hills,http://vhtsp.com
Wauconda High School,Illinois,Wauconda,https://whspurplepress.org
Wayne City High School,Illinois,Wayne City,http://thewarwhoop.com
West Chicago Community High School,Illinois,West Chicago,http://wildcatchronicle.org
Wheaton Warrenville South High School,Illinois,Wheaton,https://wwsthepride.org
Wheeling High School,Illinois,Wheeling,https://whsnews.net
Regina Dominican High School,Illinois,Wilmette,http://crown.rdhs.org
Loyola Academy,Illinois,Wilmette,https://laprep.net
New Trier High School,Illinois,Wilmette,https://newtrierlogos.org
New Trier High School,Illinois,Winnetka,http://newtriernews.org
New Trier,Illinois,Winnetka,https://neartruenews.org
New Trier High School,Illinois,Winnetka,https://newtrierpoliticaljournal.org
New Trier High School,Illinois,Winnetka,https://newtriercalliope.org
New Trier High School,Illinois,Winnetka,https://ntsophomorejournal.org
New Trier High School,Illinois,Winnetka,https://newtrierviews.org
Yorkville High School,Illinois,Yorkville,https://yhsfoxtales.org
Anderson High School,Indiana,Anderson,https://ahsstudentnews.com
Bloomington High School South,Indiana,Bloomington,http://bloomingtonsouthoptimist.org 
Bloomington High School North,Indiana,Bloomington,http://bhsnnorthstarnews.com
Brownsburg High School,Indiana,Brownsburg,https://bhsnews.net
Cannelton City Schools,Indiana,Cannelton,https://canneltonhilife.com
Carmel High School,Indiana,Carmel,http://hilite.org
Carmel High School,Indiana,Carmel,https://carmelyearbook.com
Carmel High School,Indiana,Carmel,https://carmelacumen.org
Carmel High School,Indiana,Carmel,https://whje.com
Carmel High School - CHTV,Indiana,Carmel,https://chtvcarmel.com
Chesterton High School,Indiana,Chesterton,https://chssandscript.com
Cascade High School,Indiana,Clayton,http://chscollaborator.com
Columbus East High School,Indiana,Columbus,http://cehsnews.com
Columbus North High School,Indiana,Columbus,https://cnhsmedia.com
Crown Point High School,Indiana,Crown Point,https://crowntownmedia.com
Delphi Community High School,Indiana,Delphi,http://dchsparnassus.com
Elkhart Central High School,Indiana,Elkhart,https://ehsnewsmagazine.org
Hamilton Southeastern High School,Indiana,Fishers,http://southeasternmedianetwork.com
Fishers High School,Indiana,Fishers,http://fisherstigertimes.com
Hamilton Southeastern High School,Indiana,Fishers,https://southeasternsportsnetwork.com
Floyd Central High School,Indiana,Floyds Knobs,https://fcstudentmedia.com
Gibson Southern High School,Indiana,Fort Branch,https://southerneronline.com
Carroll High School,Indiana,Fort Wayne,http://chargeronline.nacs.k12.in.us
Mount Vernon High School,Indiana,Fortville,http://MVCurrent.com
Center Grove High School,Indiana,Greenwood,https://trojaneer.com
Greenwood Community High School,Indiana,Greenwood,http://ghstimberlines.com
Griffith High School,Indiana,Griffith,https://ghspantherpress.org
Bishop Noll Institute,Indiana,Hammond,http://journollonline.com
Hobart High School,Indiana,Hobart,http://brickienews.com
Ben Davis High School,Indiana,Indianapolis,http://bdspotlight.com
Lawrence North High School,Indiana,Indianapolis,http://northstaronline.org
Southport High School,Indiana,Indianapolis,http://thejournalrewired.com
Roncalli High School,Indiana,Indianapolis,http://roncallimedia.com
Cathedral High School,Indiana,Indianapolis,http://Irishconnection.net
Perry Meridian High School,Indiana,Indianapolis,http://falconsfocus.org
Brebeuf Jesuit Preparatory School,Indiana,Indianapolis,http://insideprep.org
Lawrence Central High School,Indiana,Indianapolis,https://thecubreporter.org
North Central High School,Indiana,Indianapolis,https://nchslive.com
Ben Davis High School,Indiana,Indianapolis,https://westsidenews.org
Franklin Central High School,Indiana,Indianapolis,https://fchsnews.com
East Noble School High School,Indiana,Kendallville,http://knightlyscroll.net
Kokomo High School,Indiana,Kokomo,https://kokomoredblue.org
Lebanon High School,Indiana,Lebanon,https://lhspennant.org
Logansport High School,Indiana,Logansport,https://lhsmagpie.com
Madison Consolidated High School,Indiana,Madison,http://themadisonian.net
Merrillville High School,Indiana,Merrillville,https://mhsmirrornews.com
Twin Lakes High School,Indiana,Monticello,https://tltribe.com
Mooresville High School,Indiana,Mooresville,https://mhspulse.org
Munster High School,Indiana,Munster,https://mhsnews.net
New Albany High School,Indiana,New Albany,https://nahsblotter.com
Noblesville High School,Indiana,Noblesville,http://millermedianow.org
Paoli High School,Indiana,Paoli,https://phsmedianews.com
Portage High School,Indiana,Portage,https://portagetownshipmedia.com
Rensselaer Central High School,Indiana,Rensselaer,https://thebomberbunker.com
Seymour High School,Indiana,Seymour,https://theseymourowl.com
John Adams High School,Indiana,South Bend,https://sbadamsthetower.com
Saint Joseph High School,Indiana,South Bend,https://saintjosephsquare.com
Lake Central High School,Indiana,St. John,https://lakecentralnews.com
Vincennes University,Indiana,Vincennes,https://vutrailblazernews.com
Lewis Cass High School,Indiana,Walton,http://LCKingsCourier.net
Yorktown High School,Indiana,Yorktown,https://myyhsmedia.com
Zionsville Community High School,Indiana,Zionsville,http://zchsharbinger.com
Adel-De Soto-Minburn High School,Iowa,Adel,http://blackandredgister.com
North Polk High School,Iowa,Alleman,https://northpolkorbit.org
Ames High School,Iowa,Ames,http://ameshighweb.com
Ankeny High School,Iowa,Ankeny,https://ahstalonnews.com
Atlantic High School,Iowa,Atlantic,http://ahsneedle.com
Pleasant Valley High School,Iowa,Bettendorf,http://spartanshield.org
Bettendorf High School,Iowa,Bettendorf,https://bettgrowl.org
Kennedy High School,Iowa,Cedar Rapids,http://kennedytorch.org
Xavier High School,Iowa,CEDAR RAPIDS,http://xavierxpress.org
City View Community High School,Iowa,Cedar Rapids,https://cityviewcitizen.com
Abraham Lincoln High School,Iowa,Council Bluffs,https://alechoes.com
Davenport West High School,Iowa,Davenport,http://whstoday.com
Des Moines East High School,Iowa,Des Moines,http://eastscroll.com
